,FilingDate,TradeDate,Ticker,CompanyName,InsiderName,Title,TradeType,Price,Qty,Owned,DeltaOwn,Value,NumTrades,NumTradesCAT,TradeToFileTime,TradeToFileTimeCAT,%VolumeChange,%VolumeChangeCAT,%FuturePriceChange
4413,2021-06-22,2021-06-18,BIGC,"Bigcommerce Holdings, Inc.",Eggerton Lisa,CMO,S - Sale+OE,61.64,-2000.0,69294.0,-2.805285157236233,-123280.0,1,1,4,>1,-64.09530951731661,<-10%,1.611135264164055
4414,2021-06-22,2021-06-18,EMMA,"Emmaus Life Sciences, Inc.",Niihara Yutaka,"COB, CEO, 10%",P - Purchase,1.59,2250.0,10921665.0,0.020605499470438663,3577.5,1,1,4,>1,-55.0,<-10%,-6.918239748170007
4415,2021-06-22,2021-06-18,SPT,"Sprout Social, Inc.",Rankin Aaron Edward Frederick,"CTO, 10%",S - Sale+OE,88.68,-52000.0,28815.0,-64.34449050300069,-4611360.0,1,1,4,>1,6.487730061349693,0 to 10%,2.7173302967449375
4416,2021-06-22,2021-06-21,MEDS,"Trxade Health, Inc",Peterson Michael L,Former Director,S - Sale,4.45,-900.0,5387.0,-14.315253698107206,-4005.0,1,1,1,1,-53.53702174511423,<-10%,5.999999576144749
4417,2021-06-22,2021-06-17,TRUP,"Trupanion, Inc.",Plouf Tricia,"Co-Pres, CFO",S - Sale+OE,99.01,-1500.0,30825.0,-4.640371229698376,-148515.0,2,2,5,>1,-2.7248973497573723,-10 to 0%,5.299470399718775
4418,2021-06-22,2021-06-17,TRUP,"Trupanion, Inc.",Low Murray B,Dir,S - Sale,103.5,-3000.0,127524.0,-2.298427875333272,-310500.0,2,2,5,>1,-2.7248973497573723,-10 to 0%,5.299470399718775
4419,2021-06-22,2021-06-02,PGNY,"Progyny, Inc.",Anevski Peter,"Pres, COO",S - Sale,65.28,-2300.0,42000.0,-5.191873589164786,-150144.0,1,1,20,>1,10.650116582087506,>10%,-3.037727624133882
4420,2021-06-22,2021-06-21,SEAC,Seachange International Inc,Pons Robert M,Exec COB,P - Purchase,1.06,100000.0,507815.0,24.52092247710359,106000.0,1,1,1,1,88.50177755205688,>10%,29.523816768274614
4421,2021-06-22,2021-06-18,SSNC,Ss&c Technologies Holdings Inc,Frank Joseph J.,"SVP, GC",P - Purchase,73.47,2.0,1111.0,0.18034265103697025,146.94,1,1,4,>1,103.93043970026862,>10%,0.9191908005976237
4422,2021-06-22,2021-06-18,AGIO,"Agios Pharmaceuticals, Inc.",Bowden Christopher,Chief Medical Officer,S - Sale+OE,60.11,-48493.0,15487.0,-75.79399812441387,-2914914.23,2,2,4,>1,-1.3986013986013985,-10 to 0%,-1.3194933110250053
4423,2021-06-22,2021-06-18,EVA,"Enviva Partners, LP",Whitlock Gary L,Dir,P - Purchase,48.93,10000.0,33538.0,42.4844931599966,489300.0,1,1,4,>1,39.38223938223938,>10%,5.706306207704486
4424,2021-06-22,2021-06-18,BH,Biglari Holdings Inc.,Cardwell John Garrett,Dir,P - Purchase,171.0,50.0,500.0,11.11111111111111,8550.0,1,1,4,>1,14.678899082568808,>10%,-3.4705984714873606
4425,2021-06-22,2021-06-18,SPPI,Spectrum Pharmaceuticals Inc,Vyas Dolatrai,Dir,S - Sale+OE,4.24,-9000.0,86346.0,-9.439305267132339,-38160.0,4,>2,4,>1,56.52861207714195,>10%,2.0356275003996394
4426,2021-06-22,2021-06-18,SPPI,Spectrum Pharmaceuticals Inc,Ashton William,Dir,S - Sale+OE,4.24,-9000.0,46943.0,-16.08780365729403,-38160.0,4,>2,4,>1,56.52861207714195,>10%,2.0356275003996394
4427,2021-06-22,2021-06-21,HRTX,"Heron Therapeutics, Inc. /de/",Christian Waage,Dir,S - Sale,15.2,-300.0,3800.0,-7.317073170731708,-4560.0,2,2,1,1,109.83641612316903,>10%,4.528309672812928
4428,2021-06-22,2021-06-18,EVBG,"Everbridge, Inc.",Brickley Patrick,"SVP, CFO",S - Sale+OE,130.31,-11376.0,9924.0,-53.40845070422535,-1482406.56,1,1,4,>1,-27.821586988664368,<-10%,6.096544345426962
4429,2021-06-22,2021-06-21,HRTX,"Heron Therapeutics, Inc. /de/",Johnson Craig A,Dir,S - Sale,15.2,-250.0,3340.0,-6.963788300835654,-3800.0,2,2,1,1,109.83641612316903,>10%,4.528309672812928
4430,2021-06-22,2021-06-21,CVV,Cvd Equipment Corp,Rosenbaum Leonard A,"Dir, 10%",S - Sale,4.25,-30602.0,707545.0,-4.145786679347068,-130058.5,2,2,1,1,-57.36196319018405,<-10%,5.882352941176471
4431,2021-06-22,2021-06-18,ULH,"Universal Logistics Holdings, Inc.",Moroun Matthew T,"Dir, 10%",S - Sale,21.0,-417757.0,16367893.0,-2.488774637860315,-8772897.0,2,2,4,>1,7.232267037552155,0 to 10%,2.9937448678215017
4432,2021-06-22,2021-06-22,NWE,Northwestern Corp,Rowe Robert C,CEO,S - Sale,62.16,-3000.0,185038.0,-1.5954222018953617,-186480.0,1,1,0,0,-48.961713173264116,<-10%,-1.1520410301229858
4433,2021-06-22,2021-06-17,NCNO,"Ncino, Inc.",Ruh William J,Dir,S - Sale,64.35,-15000.0,351201.0,-4.096111152072223,-965249.9999999999,1,1,5,>1,62.7047262517548,>10%,-2.6587378554181975
4434,2021-06-22,2021-06-21,SDGR,"Schrodinger, Inc.",Abel Robert Lorne,See Remarks,S - Sale+OE,74.16,-15602.0,0.0,-100.0,-1157044.3199999998,2,2,1,1,127.13390759592795,>10%,2.5507636742307955
4435,2021-06-22,2021-06-18,ULH,"Universal Logistics Holdings, Inc.",Moroun Matthew T,"Dir, 10%",P - Purchase,21.0,417757.0,16367893.0,2.619143811689129,8772897.0,2,2,4,>1,7.232267037552155,0 to 10%,2.9937448678215017
4436,2021-06-22,2021-06-18,DASH,"Doordash, Inc.",Yandell Keith,"Chief Business, Legal Officer",S - Sale+OE,166.0,-40000.0,324154.0,-10.984363758190216,-6640000.0,2,2,4,>1,-42.121390324677336,<-10%,-2.765670503075416
4437,2021-06-23,2021-06-22,ENPH,"Enphase Energy, Inc.",Branderiz Eric,"EVP, CFO",S - Sale,164.39,-18908.0,109191.0,-14.760458707718248,-3108286.1199999996,1,1,1,1,8.681393759963562,0 to 10%,10.626172318008427
4438,2021-06-23,2021-06-22,NTNX,"Nutanix, Inc.",Boynton Aaron,Chief Accounting Officer,S - Sale,38.17,-12656.0,18260.0,-40.93673178936473,-483079.52,1,1,1,1,-25.7062180691322,<-10%,2.069497664594346
4439,2021-06-23,2021-06-21,NUVA,Nuvasive Inc,Barry James Christopher,CEO,S - Sale,68.0,-5000.0,14926.0,-25.092843521027802,-340000.0,1,1,2,>1,-14.035508637236084,<-10%,2.538139135254741
4440,2021-06-23,2021-06-21,CRSP,Crispr Therapeutics AG,Novak Rodger,Pres,S - Sale,128.62,-25000.0,623007.0,-3.857983015615572,-3215500.0,1,1,2,>1,8.87333483856401,0 to 10%,16.031537634845527
4441,2021-06-23,2021-06-19,RARE,Ultragenyx Pharmaceutical Inc.,Harris Erik,"EVP, Chief Commercial Officer",S - Sale,94.82,-1009.0,25708.0,-3.776621626679642,-95673.37999999999,1,1,4,>1,-5.715935334872979,-10 to 0%,2.859582021200143
4442,2021-06-23,2021-06-22,SSNT,"Silversun Technologies, Inc.","Ault Global Holdings, Inc.",10%,S - Sale,10.44,-6000.0,725000.0,-0.8207934336525308,-62640.0,2,2,1,1,-73.53667953667954,<-10%,15.189867540493548
4443,2021-06-23,2021-06-22,SSNT,"Silversun Technologies, Inc.","Ault Global Holdings, Inc.",10%,P - Purchase,9.76,29000.0,725000.0,4.166666666666667,283040.0,2,2,1,1,-73.53667953667954,<-10%,15.189867540493548
4444,2021-06-23,2021-06-21,FRPT,"Freshpet, Inc.",Morris Scott James,"Pres, COO",S - Sale,162.04,-1997.0,136354.0,-1.4434301161538405,-323593.88,1,1,2,>1,10.541871921182265,>10%,4.504395024582563
4445,2021-06-23,2021-06-21,PINS,"Pinterest, Inc.",Morgenfeld Todd R,CFO,S - Sale+OE,70.83,-64339.0,653039.0,-8.968632994042192,-4557131.37,4,>2,2,>1,-6.229482829131343,-10 to 0%,5.361682159570534
4446,2021-06-23,2021-06-21,ASAN,"Asana, Inc.",Wan Tim M,CFO,S - Sale+OE,59.34,-20000.0,681531.0,-2.850907515134755,-1186800.0,3,>2,2,>1,-37.45943269953611,<-10%,8.650400344696067
4447,2021-06-23,2021-06-21,ON,On Semiconductor Corp,Colpitts Bernard Raymond Jr,Chief Accounting Officer,S - Sale,36.0,-2483.0,19890.0,-11.098198721673446,-89388.0,1,1,2,>1,-3.275597286211388,-10 to 0%,5.0406415142011145
4448,2021-06-23,2021-06-21,PINS,"Pinterest, Inc.",Flores Christine,GC,S - Sale+OE,70.83,-32169.0,294872.0,-9.836381371143068,-2278530.27,4,>2,2,>1,-6.229482829131343,-10 to 0%,5.361682159570534
4449,2021-06-23,2021-06-21,PINS,"Pinterest, Inc.",Gavini Naveen,"SVP, Products",S - Sale+OE,70.83,-29039.0,627928.0,-4.420161134425321,-2056832.3699999999,4,>2,2,>1,-6.229482829131343,-10 to 0%,5.361682159570534
4450,2021-06-23,2021-06-21,MNRL,"Brigham Minerals, Inc.",Keenan W Howard Jr,Dir,S - Sale,20.84,-107954.0,26564.0,-80.25245692026346,-2249761.36,1,1,2,>1,74.48233861144945,>10%,2.093237950175554
4451,2021-06-23,2021-06-22,GPI,Group 1 Automotive Inc,Watson Max P,Retired Director,S - Sale,150.31,-15000.0,38316.0,-28.134143596668917,-2254650.0,1,1,1,1,13.861386138613861,>10%,2.4961039338767366
4452,2021-06-23,2021-06-22,VTOL,Bristow Group Inc.,Gordon Crystal L,See Remarks.,S - Sale,27.39,-7330.0,36791.0,-16.613404047959023,-200768.7,1,1,1,1,-37.76391554702495,<-10%,-6.294229087698469
4453,2021-06-23,2021-06-21,MORN,"Morningstar, Inc.",Mansueto Joseph D,"Exec COB, 10%",S - Sale,247.16,-18468.0,18639008.0,-0.09898444998669702,-4564550.88,1,1,2,>1,22.300884955752213,>10%,3.665828200045674
4454,2021-06-23,2021-06-23,JACK,Jack In the Box Inc /new/,Harris Darin S,"Dir, CEO",S - Sale,121.5,-524.0,22780.0,-2.2485410230003433,-63666.0,1,1,0,0,7.625444488344528,0 to 10%,-4.381138275693254
4455,2021-06-23,2021-06-21,ARQT,"Arcutis Biotherapeutics, Inc.",Chaudhuri Bhaskar,Dir,S - Sale,27.5,-2516.0,898856.0,-0.27913003732088415,-69190.0,1,1,2,>1,28.884254431699688,>10%,-3.906247283642406
4456,2021-06-23,2021-06-21,PNTG,"Pennant Group, Inc.",Walker Daniel H,CEO,S - Sale,44.03,-5100.0,1656635.0,-0.30690814118978055,-224553.0,1,1,2,>1,33.58098068350669,>10%,1.9184633631266979
4457,2021-06-23,2021-06-22,DOMO,"Domo, Inc.",Evan Dana L,Dir,S - Sale,79.84,-1667.0,14229.0,-10.486914947156517,-133093.28,3,>2,1,1,2.355638941004795,0 to 10%,1.5888573168010514
4458,2021-06-23,2021-06-21,PINS,"Pinterest, Inc.",Yang Tseli Lily,Chief Accounting Officer,S - Sale+OE,70.82,-11928.0,61429.0,-16.260206933217006,-844740.96,4,>2,2,>1,-6.229482829131343,-10 to 0%,5.361682159570534
4459,2021-06-23,2021-06-22,DOMO,"Domo, Inc.",Felt Bruce C. Jr.,CFO,S - Sale,80.18,-7540.0,207315.0,-3.5093435107398014,-604557.2000000001,3,>2,1,1,2.355638941004795,0 to 10%,1.5888573168010514
4460,2021-06-23,2021-06-22,BLI,"Berkeley Lights, Inc.",Breinlinger Keith,Chief Technical Officer,S - Sale+OE,49.32,-8250.0,21881.0,-27.380438750788226,-406890.0,2,2,1,1,1.3737734165923283,0 to 10%,-7.429029117653655
4461,2021-06-23,2021-06-23,PCSA,"Processa Pharmaceuticals, Inc.",Young David,"CEO, 10%",P - Purchase,7.67,10000.0,1638235.0,0.6141619606506432,76700.0,4,>2,0,0,-17.5764192139738,<-10%,16.069050831282922
4462,2021-06-23,2021-06-22,AEL,American Equity Investment Life Holding Co,Matovina John M,Dir,S - Sale,32.26,-4200.0,255624.0,-1.6164788472196563,-135492.0,1,1,1,1,6.1975209916033585,0 to 10%,4.851327699680294
4463,2021-06-23,2021-06-21,EMAN,Emagin Corp,Ginola Ltd,10%,S - Sale,3.72,-29575.0,1216704.0,-2.3730641373239862,-110019.0,2,2,2,>1,4.393879952922715,0 to 10%,-6.793478137632175
4464,2021-06-23,2021-06-21,ROLL,Rbc Bearings Inc,Hartnett Michael J,"Pres, CEO",S - Sale+OE,196.79,-19000.0,281740.0,-6.317749551107268,-3739010.0,1,1,2,>1,-1.2814952091794487,-10 to 0%,2.8866477216821473
4465,2021-06-23,2021-06-21,LIND,"Lindblad Expeditions Holdings, Inc.",Dryden L. Dyson,Dir,S - Sale,16.07,-34730.0,1146161.0,-2.9409996350213525,-558111.1,1,1,2,>1,-1.708185053380783,-10 to 0%,-6.459626939201901
4466,2021-06-23,2021-06-21,RES,Rpc Inc,Lor Inc,10%,S - Sale,5.63,-300000.0,185680309.0,-0.16130739948388836,-1689000.0,2,2,2,>1,-20.09861932938856,<-10%,-9.90991300600368
4467,2021-06-23,2021-06-21,FSLY,"Fastly, Inc.",Bergman Artur,"Chief Architect, Exec. Chair, 10%",S - Sale+OE,56.07,-14423.0,299521.0,-4.594131437453814,-808697.61,1,1,2,>1,8.941586748038361,0 to 10%,6.914056868701835
4468,2021-06-23,2021-06-21,RES,Rpc Inc,Rollins Gary W,"Dir, 10%",S - Sale,5.63,-300000.0,201467203.0,-0.14868620644951897,-1689000.0,2,2,2,>1,-20.09861932938856,<-10%,-9.90991300600368
4469,2021-06-23,2021-06-21,SIG,Signet Jewelers Ltd,Finn Mary Elizabeth,Chief People Officer,S - Sale,75.56,-3200.0,45001.0,-6.638866413559884,-241792.0,1,1,2,>1,-31.15081250593937,<-10%,-2.9729340174166548
4470,2021-06-23,2021-06-21,BLI,"Berkeley Lights, Inc.",Hobbs Eric,CEO,S - Sale+OE,49.22,-15500.0,200055.0,-7.190740182320058,-762910.0,2,2,2,>1,1.3737734165923283,0 to 10%,-7.429029117653655
4471,2021-06-23,2021-06-21,CASY,Caseys General Stores Inc,Bridgewater Diane C,Dir,S - Sale+OE,199.65,-3000.0,10187.0,-22.749677712899068,-598950.0,1,1,2,>1,-28.57528332433891,<-10%,-2.496593958529372
4472,2021-06-23,2021-06-21,AGIO,"Agios Pharmaceuticals, Inc.",Alenson Carman,Principal Accounting Officer,S - Sale+OE,61.61,-1777.0,0.0,-100.0,-109480.97,2,2,2,>1,-15.11611736893339,<-10%,-5.105479659467432
4473,2021-06-23,2021-06-21,RPTX,Repare Therapeutics Inc.,Gadicke Ansbert,10%,S - Sale,34.36,-42798.0,3992452.0,-1.060603432253268,-1470539.28,2,2,2,>1,-82.6923076923077,<-10%,2.9483202462555096
4474,2021-06-23,2021-06-21,KOD,Kodiak Sciences Inc.,Ehrlich Jason,See Remarks,S - Sale,84.9,-6950.0,60183.0,-10.352583677178139,-590055.0,1,1,2,>1,-1.0163749294184077,-10 to 0%,8.418059781329182
4475,2021-06-23,2021-06-21,RPTX,Repare Therapeutics Inc.,Foley Todd,Dir,S - Sale,34.36,-18859.0,2291087.0,-0.8164260116903166,-647995.24,2,2,2,>1,-82.6923076923077,<-10%,2.9483202462555096
4476,2021-06-23,2021-06-21,CLSD,"Clearside Biomedical, Inc.",Deignan Charles A.,CFO,S - Sale,4.37,-2938.0,319249.0,-0.9118927827628055,-12839.06,2,2,2,>1,559.3272507420029,>10%,-12.639410608013453
4477,2021-06-23,2021-06-23,ALTR,Altair Engineering Inc.,Chouinard Brett R,See Remarks,S - Sale+OE,66.58,-5000.0,13228.0,-27.430326969497475,-332900.0,1,1,0,0,35.72778827977316,>10%,5.741339373025903
4478,2021-06-23,2021-06-21,BIGC,"Bigcommerce Holdings, Inc.",Alvarez Robert,CFO,S - Sale+OE,65.0,-2700.0,360735.0,-0.7429113871806513,-175500.0,4,>2,2,>1,-35.95366941991835,<-10%,-2.693965555209346
4479,2021-06-23,2021-06-21,CLSD,"Clearside Biomedical, Inc.",Lasezkay George M,CEO,S - Sale,4.38,-3707.0,426532.0,-0.8616141261020037,-16236.66,2,2,2,>1,559.3272507420029,>10%,-12.639410608013453
4480,2021-06-23,2021-06-22,NET,"Cloudflare, Inc.",Seifert Thomas J,CFO,S - Sale+OE,102.28,-20000.0,50156.0,-28.507896687382406,-2045600.0,1,1,1,1,-24.886101993827463,<-10%,3.7208412279133474
4481,2021-06-23,2021-06-21,BIGC,"Bigcommerce Holdings, Inc.",Klein Russell Scott,Chief Commercial Officer,S - Sale+OE,65.0,-10300.0,262225.0,-3.779469773415283,-669500.0,4,>2,2,>1,-35.95366941991835,<-10%,-2.693965555209346
4482,2021-06-23,2021-06-23,QTRX,Quanterix Corp,Duffy David C.,"SVP R, D, CTO",S - Sale,62.11,-1667.0,33284.0,-4.7695344911447455,-103537.37,1,1,0,0,13.461538461538462,>10%,3.41731995109498
4483,2021-06-23,2021-06-22,SDGR,"Schrodinger, Inc.",Shaw David E,10%,S - Sale,76.71,-182948.0,6960488.0,-2.5610644513368634,-14033941.079999998,2,2,1,1,-56.7833132218583,<-10%,2.5107327126531125
4484,2021-06-23,2021-06-21,RVLV,"Revolve Group, Inc.","Mmmk Development, Inc.",10%,S - Sale+OE,64.25,-270534.0,0.0,-100.0,-17381809.5,3,>2,2,>1,-6.637658227848101,-10 to 0%,3.767166982407196
4485,2021-06-23,2021-06-07,CRC,California Resources Corp,Ares Management LLC,10%,S - Sale,32.97,-100000.0,16484587.0,-0.602969492095281,-3297000.0,7,>2,16,>1,-50.95725632431936,<-10%,-10.534353474624284
4486,2021-06-23,2021-06-21,KTOS,"Kratos Defense & Security Solutions, Inc.",Mendoza Marie,"SVP, GC",S - Sale,26.45,-1050.0,29998.0,-3.381860345271837,-27772.5,2,2,2,>1,30.486230636833046,>10%,10.119052476285688
4487,2021-06-23,2021-06-21,CVNA,Carvana Co.,Breaux Paul W.,See Remarks,S - Sale+OE,299.0,-500.0,29864.0,-1.6466868660255565,-149500.0,2,2,2,>1,-52.03975458361738,<-10%,-4.629367017958662
4488,2021-06-23,2021-06-21,PLTR,Palantir Technologies Inc.,Karp Alexander C.,See Remarks,S - Sale+OE,25.45,-1915887.0,6432258.0,-22.94985293139973,-48759324.15,1,1,2,>1,15.574894252032115,>10%,4.225347101868389
4489,2021-06-23,2021-06-23,RFIL,R F Industries Ltd,Benoit Edward Joseph,Dir,S - Sale+OE,8.0,-8827.0,44740.0,-16.478428883454367,-70616.0,1,1,0,0,3.9808917197452227,0 to 10%,-8.333334321801741
4490,2021-06-23,2021-06-21,CVNA,Carvana Co.,Garcia Ernest C. II,10%,S - Sale+OE,294.8,-50000.0,73999802.0,-0.06752212517732323,-14740000.0,2,2,2,>1,-52.03975458361738,<-10%,-4.629367017958662
4491,2021-06-23,2021-06-18,SKKY,"Skkynet Cloud Systems, Inc.",Mesrobian Xavier Eric,"VP Sales, Marketing",S - Sale,1.27,-11900.0,12400.0,-48.97119341563786,-15113.0,1,1,5,>1,220.40816326530611,>10%,3.6231849629747175
4492,2021-06-23,2021-06-21,GBIO,Generation Bio Co.,"Atlas Venture Associates X, L.P.",10%,S - Sale,25.05,-185078.0,31616.0,-85.40984060472371,-4636203.9,2,2,2,>1,9.579513120455264,0 to 10%,5.14218812193627
4493,2021-06-23,2021-06-21,GBIO,Generation Bio Co.,Rhodes Jason P,Dir,S - Sale,25.05,-185078.0,9379542.0,-1.9350272148815113,-4636203.9,2,2,2,>1,9.579513120455264,0 to 10%,5.14218812193627
4494,2021-06-23,2021-06-21,META,Facebook Inc,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,331.23,-77300.0,1975846.0,-3.764953880532607,-25604079.0,3,>2,2,>1,-3.4375346197206964,-10 to 0%,4.418808089599947
4495,2021-06-23,2021-06-21,DASH,"Doordash, Inc.",Adarkar Prabir,CFO,S - Sale+OE,173.16,-80000.0,1192995.0,-6.284392318901488,-13852800.0,3,>2,2,>1,-26.53475935828877,<-10%,5.677184940593044
4496,2021-06-23,2021-06-21,RVLV,"Revolve Group, Inc.",Mente Michael,"CO-CEO, 10%",S - Sale+OE,64.25,-270534.0,73000.0,-78.75028381470247,-17381809.5,3,>2,2,>1,-6.637658227848101,-10 to 0%,3.767166982407196
4497,2021-06-23,2021-06-22,META,Facebook Inc,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,335.54,-77300.0,1960846.0,-3.792662547236557,-25937242.0,3,>2,1,1,-3.4375346197206964,-10 to 0%,4.418808089599947
4498,2021-06-23,2021-06-22,FLEX,Flex Ltd.,Bennett David P,Chief Accounting Officer,S - Sale,16.95,-3741.0,114000.0,-3.177312915636864,-63409.95,3,>2,1,1,-51.593654919800315,<-10%,5.358183297646918
4499,2021-06-23,2021-06-23,META,Facebook Inc,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,341.07,-77300.0,1945846.0,-3.82078208888533,-26364711.0,3,>2,0,0,-3.4375346197206964,-10 to 0%,4.418808089599947
4500,2021-06-23,2021-06-22,FLEX,Flex Ltd.,Offer David Scott,"EVP, GC",S - Sale,16.96,-6578.0,548324.0,-1.185434545198972,-111562.88,3,>2,1,1,-51.593654919800315,<-10%,5.358183297646918
4501,2021-06-23,2021-06-21,TW,Tradeweb Markets Inc.,Hult William,Pres,S - Sale+OE,85.94,-116445.0,400858.0,-22.510018306485755,-10007283.299999999,3,>2,2,>1,-55.22718134298351,<-10%,-1.6460922700107663
4502,2021-06-23,2021-06-21,BIGC,"Bigcommerce Holdings, Inc.",Murray Steven Joseph,Dir,S - Sale,65.04,-23767.0,2417508.0,-0.9735486579758528,-1545805.6800000002,4,>2,2,>1,-35.95366941991835,<-10%,-2.693965555209346
4503,2021-06-23,2021-06-21,FNKO,"Funko, Inc.","Acon Equity Genpar, L.L.C.","Dir, 10%",S - Sale+OE,21.91,-358890.0,18996427.0,-1.854219179153718,-7863279.9,4,>2,2,>1,-31.87679083094556,<-10%,-2.8635404298591967
4504,2021-06-23,2021-06-21,FNKO,"Funko, Inc.",Brotman Kenneth R.,Dir,S - Sale+OE,21.91,-358890.0,18996427.0,-1.854219179153718,-7863279.9,4,>2,2,>1,-31.87679083094556,<-10%,-2.8635404298591967
4505,2021-06-23,2021-06-21,FNKO,"Funko, Inc.",Dellomo Gino,Dir,S - Sale+OE,21.91,-358890.0,18996427.0,-1.854219179153718,-7863279.9,4,>2,2,>1,-31.87679083094556,<-10%,-2.8635404298591967
4506,2021-06-23,2021-06-21,FNKO,"Funko, Inc.",Kriger Adam M.,Dir,S - Sale+OE,21.91,-358890.0,18996427.0,-1.854219179153718,-7863279.9,4,>2,2,>1,-31.87679083094556,<-10%,-2.8635404298591967
4507,2021-06-23,2021-06-22,SPPI,Spectrum Pharmaceuticals Inc,Lebel Francois,Chief Medical Officer,S - Sale,4.05,-10821.0,347272.0,-3.021840695014982,-43825.049999999996,5,>2,1,1,-35.760452433851746,<-10%,2.0356275003996394
4508,2021-06-23,2021-06-22,FLEX,Flex Ltd.,Barbier Francois,Group Pres,S - Sale,16.96,-10254.0,473460.0,-2.119847678586934,-173907.84,3,>2,1,1,-51.593654919800315,<-10%,5.358183297646918
4509,2021-06-23,2021-06-07,CRC,California Resources Corp,Ares Management LLC,10%,S - Sale,32.97,-100000.0,16484587.0,-0.602969492095281,-3297000.0,7,>2,16,>1,-50.95725632431936,<-10%,-10.534353474624284
4510,2021-06-23,2021-06-21,RVLV,"Revolve Group, Inc.",Karanikolas Michael,"CO-CEO, 10%",S - Sale+OE,64.25,-270534.0,123000.0,-68.74475902971535,-17381809.5,3,>2,2,>1,-6.637658227848101,-10 to 0%,3.767166982407196
4511,2021-06-23,2021-06-21,KTOS,"Kratos Defense & Security Solutions, Inc.",Demarco Eric M,"Pres, CEO",S - Sale,26.31,-10000.0,429925.0,-2.273114735466273,-263100.0,2,2,2,>1,30.486230636833046,>10%,10.119052476285688
4512,2021-06-23,2021-06-21,PGNY,"Progyny, Inc.",Livingston Mark S.,CFO,S - Sale+OE,62.4,-23221.0,15655.0,-59.73093939705731,-1448990.4,3,>2,2,>1,24.58630306786489,>10%,3.6658831020729052
4513,2021-06-23,2021-06-21,BOH,Bank of Hawaii Corp,Ho Peter S,"COB, CEO, Pres",S - Sale+OE,82.09,-5833.0,242022.0,-2.3533921042545036,-478830.97000000003,1,1,2,>1,-33.46633416458853,<-10%,3.651454518994027
4514,2021-06-23,2021-06-21,GSHD,"Goosehead Insurance, Inc.",Colby Mark S.,CFO,S - Sale+OE,120.27,-10000.0,0.0,-100.0,-1202700.0,1,1,2,>1,-4.568527918781726,-10 to 0%,-6.003283269643723
4515,2021-06-23,2021-06-21,SJM,J M Smucker Co,Smucker Mark T,"Pres, CEO",S - Sale,130.92,-10000.0,187598.0,-5.060779967408577,-1309199.9999999998,1,1,2,>1,-27.83869826671383,<-10%,1.3792025515022566
4516,2021-06-23,2021-06-21,ICAD,Icad Inc,Stevens Stacey M,Pres,S - Sale+OE,18.02,-17735.0,142621.0,-11.059767018384095,-319584.7,1,1,2,>1,75.39936102236422,>10%,-3.352939381318934
4517,2021-06-23,2021-06-21,SNOW,Snowflake Inc.,Slootman Frank,"CEO, COB",S - Sale+OE,247.31,-31546.0,1414008.0,-2.182277521282498,-7801641.26,3,>2,2,>1,-54.34101569776303,<-10%,-1.2851393366434487
4518,2021-06-23,2021-06-21,SNOW,Snowflake Inc.,Scarpelli Michael,CFO,S - Sale+OE,250.0,-135.0,918383.0,-0.014697588942187307,-33750.0,3,>2,2,>1,-54.34101569776303,<-10%,-1.2851393366434487
4519,2021-06-23,2021-06-21,PSMT,Pricesmart Inc,Price Philanthropies Foundation,10%,S - Sale,88.79,-20000.0,3865055.0,-0.5147932268655141,-1775800.0000000002,2,2,2,>1,5.568181818181818,0 to 10%,1.6726895020207806
4520,2021-06-23,2021-06-21,PSMT,Pricesmart Inc,Price Robert E,"Dir, 10%",S - Sale,88.79,-20000.0,2547299.0,-0.7790288548392689,-1775800.0000000002,2,2,2,>1,5.568181818181818,0 to 10%,1.6726895020207806
4521,2021-06-23,2021-06-22,BL,"Blackline, Inc.",Tucker Therese,Exec Chair,S - Sale,108.98,-10000.0,4633183.0,-0.2153694997591092,-1089800.0,2,2,1,1,25.399583043780403,>10%,3.2483457588187834
4522,2021-06-23,2021-06-22,DOMO,"Domo, Inc.",Wong Catherine,"CPO, EVP of Engineering",S - Sale,78.51,-4542.0,167813.0,-2.635258623190508,-356592.42000000004,3,>2,1,1,2.355638941004795,0 to 10%,1.5888573168010514
4523,2021-06-23,2021-06-22,CYRX,"Cryoport, Inc.",Hancock Daniel M,Dir,S - Sale+OE,65.75,-12850.0,4627.0,-73.52520455455742,-844887.5,1,1,1,1,23.08927424534361,>10%,-3.424561026988063
4524,2021-06-23,2021-06-21,SGH,"Smart Global Holdings, Inc.",Pacheco Jack A,"EVP, COO, Pres SMART Mem",S - Sale+OE,43.96,-7500.0,91152.0,-7.602481449945262,-329700.0,1,1,2,>1,-46.29086809470124,<-10%,7.023036130499337
4525,2021-06-23,2021-06-22,DVA,Davita Inc.,Yale Phyllis R,Dir,S - Sale+OE,124.33,-5048.0,9546.0,-34.58955735233658,-627617.84,1,1,1,1,-20.17414601473543,<-10%,1.1878065557152397
4526,2021-06-23,2021-06-21,PGNY,"Progyny, Inc.","Tpg Group Holdings (Sbs) Advisors, Inc.",10%,S - Sale,59.65,-3277647.0,11447471.0,-22.2588844449328,-195511643.54999998,3,>2,2,>1,24.58630306786489,>10%,3.6658831020729052
