X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value,Qty2,Value2
,2021-06-23 17:49:20,2021-06-22,NTNX,"Nutanix, Inc.",Boynton Aaron,Chief Accounting Officer,S - Sale,$38.17,"-12,656","18,260",-41%,"-$483,105",#N/A,#N/A
,2021-06-23 17:48:01,2021-06-22,ENPH,"Enphase Energy, Inc.",Branderiz Eric,"EVP, CFO",S - Sale,$164.39,"-18,908","109,191",-15%,"-$3,108,261",#N/A,#N/A
,2021-06-23 17:47:17,2021-06-21,ARQT,"Arcutis Biotherapeutics, Inc.",Chaudhuri Bhaskar,Dir,S - Sale,$27.50,"-2,516","898,856",0%,"-$69,190",#N/A,#N/A
D,2021-06-23 17:45:38,2021-06-21,BLI,"Berkeley Lights, Inc.",Hobbs Eric,CEO,S - Sale+OE,$49.22,"-15,500","200,055",-7%,"-$762,877",#N/A,#N/A
D,2021-06-23 17:44:45,2021-06-22,BLI,"Berkeley Lights, Inc.",Breinlinger Keith,Chief Technical Officer,S - Sale+OE,$49.32,"-8,250","21,881",-27%,"-$406,880",#N/A,#N/A
D,2021-06-23 17:44:15,2021-06-21,BIGC,"Bigcommerce Holdings, Inc.",Klein Russell Scott,Chief Commercial Officer,S - Sale+OE,$65.00,"-10,300","262,225",-4%,"-$669,524",#N/A,#N/A
D,2021-06-23 17:44:07,2021-06-22,NET,"Cloudflare, Inc.",Seifert Thomas J,CFO,S - Sale+OE,$102.28,"-20,000","50,156",-29%,"-$2,045,635",#N/A,#N/A
,2021-06-23 17:43:54,2021-06-21,CLSD,"Clearside Biomedical, Inc.",Lasezkay George M,CEO,S - Sale,$4.38,"-3,707","426,532",-1%,"-$16,237",#N/A,#N/A
D,2021-06-23 17:43:43,2021-06-21,BIGC,"Bigcommerce Holdings, Inc.",Alvarez Robert,CFO,S - Sale+OE,$65.00,"-2,700","360,735",-1%,"-$175,503",#N/A,#N/A
D,2021-06-23 17:43:05,2021-06-23,ALTR,Altair Engineering Inc.,Chouinard Brett R,See Remarks,S - Sale+OE,$66.58,"-5,000","13,228",-27%,"-$332,912",#N/A,#N/A
,2021-06-23 17:42:40,2021-06-21,CLSD,"Clearside Biomedical, Inc.",Deignan Charles A.,CFO,S - Sale,$4.37,"-2,938","319,249",-1%,"-$12,839",#N/A,#N/A
M,2021-06-23 17:38:53,2021-06-21,RPTX,Repare Therapeutics Inc.,Foley Todd,Dir,S - Sale,$34.36,"-18,859","2,291,087",-1%,"-$647,950",#N/A,#N/A
,2021-06-23 17:38:11,2021-06-21,KOD,Kodiak Sciences Inc.,Ehrlich Jason,See Remarks,S - Sale,$84.90,"-6,950","60,183",-10%,"-$590,085",#N/A,#N/A
M,2021-06-23 17:38:07,2021-06-21,RPTX,Repare Therapeutics Inc.,Gadicke Ansbert,10%,S - Sale,$34.36,"-42,798","3,992,452",-1%,"-$1,470,441",#N/A,#N/A
D,2021-06-23 17:33:13,2021-06-21,LYEL,"Lyell Immunopharma, Inc.",Friedman Cathy,Dir,P - Purchase,$17.00,#ERROR!,"3,883,490",0%,#ERROR!,17648,300016
D,2021-06-23 17:28:44,2021-06-21,AGIO,"Agios Pharmaceuticals, Inc.",Alenson Carman,Principal Accounting Officer,S - Sale+OE,$61.61,"-1,777",0,-100%,"-$109,481",#N/A,#N/A
,2021-06-23 17:27:07,2021-06-23,QTRX,Quanterix Corp,Duffy David C.,"SVP R, D, CTO",S - Sale,$62.11,"-1,667","33,284",-5%,"-$103,537",#N/A,#N/A
D,2021-06-23 17:24:12,2021-06-21,CASY,Caseys General Stores Inc,Bridgewater Diane C,Dir,S - Sale+OE,$199.65,"-3,000","10,187",-23%,"-$598,950",#N/A,#N/A
,2021-06-23 17:21:01,2021-06-21,SIG,Signet Jewelers Ltd,Finn Mary Elizabeth,Chief People Officer,S - Sale,$75.56,"-3,200","45,001",-7%,"-$241,792",#N/A,#N/A
M,2021-06-23 17:19:51,2021-06-21,RES,Rpc Inc,Rollins Gary W,"Dir, 10%",S - Sale,$5.63,"-300,000","201,467,203",0%,"-$1,690,170",#N/A,#N/A
D,2021-06-23 17:18:35,2021-06-21,FSLY,"Fastly, Inc.",Bergman Artur,"Chief Architect, Exec. Chair, 10%",S - Sale+OE,$56.07,"-14,423","299,521",-5%,"-$808,754",#N/A,#N/A
D,2021-06-23 17:18:29,2021-06-22,CYT,"Cyteir Therapeutics, Inc.",Novo Holdings A/s,10%,P - Purchase,$18.00,#ERROR!,"4,840,413",0.06,#ERROR!,277777,4999986
M,2021-06-23 17:17:49,2021-06-21,RES,Rpc Inc,Lor Inc,10%,S - Sale,$5.63,"-300,000","185,680,309",0%,"-$1,690,170",#N/A,#N/A
M,2021-06-23 17:15:37,2021-06-21,LIND,"Lindblad Expeditions Holdings, Inc.",Dryden L. Dyson,Dir,S - Sale,$16.07,"-34,730","1,146,161",-3%,"-$558,111",#N/A,#N/A
DM,2021-06-23 17:14:30,2021-06-21,ROLL,Rbc Bearings Inc,Hartnett Michael J,"Pres, CEO",S - Sale+OE,$196.79,"-19,000","281,740",-6%,"-$3,738,951",#N/A,#N/A
M,2021-06-23 17:13:45,2021-06-21,EMAN,Emagin Corp,Ginola Ltd,10%,S - Sale,$3.72,"-29,575","1,216,704",-2%,"-$109,903",#N/A,#N/A
,2021-06-23 17:12:13,2021-06-23,PCSA,"Processa Pharmaceuticals, Inc.",Young David,"CEO, 10%",P - Purchase,$7.67,#ERROR!,"1,638,235",0.01,#ERROR!,10000,76716
M,2021-06-23 17:11:49,2021-06-22,SPPI,Spectrum Pharmaceuticals Inc,Lebel Francois,Chief Medical Officer,S - Sale,$4.05,"-10,821","347,272",-3%,"-$43,785",#N/A,#N/A
,2021-06-23 17:11:09,2021-06-23,CVV,Cvd Equipment Corp,Rosenbaum Leonard A,"Dir, 10%",S - Sale,$4.26,"-2,800","704,745",0%,"-$11,928",#N/A,#N/A
M,2021-06-23 17:08:16,2021-06-21,APTO,Aptose Biosciences Inc.,Whitehead Warren,Dir,S - Sale,$3.31,"-25,000","15,000",-63%,"-$82,694",#N/A,#N/A
D,2021-06-23 17:06:44,2021-06-21,ZI,Zoominfo Technologies Inc.,Mironov Jason,Dir,S - Sale+OE,$51.71,"-174,330",0,-100%,"-$9,015,180",#N/A,#N/A
D,2021-06-23 17:06:03,2021-06-21,ZI,Zoominfo Technologies Inc.,Crockett Todd,Dir,S - Sale+OE,$51.71,"-174,330",0,-100%,"-$9,015,180",#N/A,#N/A
D,2021-06-23 17:05:34,2021-06-21,ZI,Zoominfo Technologies Inc.,Ta Atlantic & Pacific Vii-B L.P.,"Dir, 10%",S - Sale+OE,$51.71,"-174,330",0,-100%,"-$9,015,180",#N/A,#N/A
D,2021-06-23 17:05:10,2021-06-21,ZI,Zoominfo Technologies Inc.,"Ta Associates, L.P.","Dir, 10%",S - Sale+OE,$51.71,"-174,330",0,-100%,"-$9,015,180",#N/A,#N/A
,2021-06-23 17:04:58,2021-06-22,RIG,Transocean Ltd.,De Saint Victor Diane,Dir,P - Purchase,$4.18,#ERROR!,"10,000",New,#ERROR!,10000,41800
M,2021-06-23 17:04:33,2021-06-21,RIG,Transocean Ltd.,Perestroika,"Dir, 10%",P - Purchase,$4.15,#ERROR!,"77,640,354",0.03,#ERROR!,2000000,8290000
M,2021-06-23 17:04:15,2021-06-21,RIG,Transocean Ltd.,Mohn Frederik Wilhelm,"Dir, 10%",P - Purchase,$4.15,#ERROR!,"77,640,354",0.03,#ERROR!,2000000,8290000
D,2021-06-23 17:02:54,2021-06-21,APPN,Appian Corp,Kramer Robert Charles,GM,S - Sale+OE,$140.63,"-9,563","117,225",-8%,"-$1,344,839",#N/A,#N/A
D,2021-06-23 17:02:13,2021-06-21,OKTA,"Okta, Inc.",McKinnon Todd,CEO,S - Sale+OE,$235.56,"-18,474","9,787",-65%,"-$4,351,779",#N/A,#N/A
D,2021-06-23 17:00:42,2021-06-21,CRC,California Resources Corp,Goldentree Asset Management LP,10%,S - Sale+OE,$32.88,"-405,283","14,932,940",-3%,"-$13,327,493",#N/A,#N/A
,2021-06-23 16:59:23,2021-06-21,AOMR,"Angel Oak Mortgage, Inc.",Fierman Michael,"Dir, 10%",P - Purchase,$19.00,#ERROR!,"92,253",0.37,#ERROR!,25000,475000
DM,2021-06-23 16:56:38,2021-06-21,PCVX,"Vaxcyte, Inc.",Pickering Grant,CEO,S - Sale+OE,$22.05,"-1,137","935,914",0%,"-$25,067",#N/A,#N/A
,2021-06-23 16:55:22,2021-06-21,RPT,Rpt Realty,Fitzmaurice Michael,"EVP, CFO",S - Sale,$13.24,"-4,600","165,475",-3%,"-$60,904",#N/A,#N/A
,2021-06-23 16:54:36,2021-06-21,AOMR,"Angel Oak Mortgage, Inc.",Black Dory,"GC, Secretary",P - Purchase,$19.00,#ERROR!,"59,695",0.03,#ERROR!,1800,34200
,2021-06-23 16:52:10,2021-06-21,AOMR,"Angel Oak Mortgage, Inc.",Filson Brandon,"CFO, Treasurer",P - Purchase,$19.00,100,"98,784",0%,#ERROR!,100,1900
,2021-06-23 16:51:43,2021-06-21,RPT,Rpt Realty,Ohlberg Heather,EVP GC,S - Sale,$13.26,"-1,375","34,272",-4%,"-$18,233",#N/A,#N/A
,2021-06-23 16:51:04,2021-06-21,CRC,California Resources Corp,Ares Management LLC,10%,S - Sale,$33.07,"-180,000","14,471,592",-1%,"-$5,952,600",#N/A,#N/A
,2021-06-23 16:48:52,2021-06-21,RPT,Rpt Realty,Collier Timothy,EVP-Leasing,S - Sale,$12.95,"-3,356","70,499",-5%,"-$43,460",#N/A,#N/A
,2021-06-23 16:48:51,2021-06-21,CRC,California Resources Corp,Ares Management LLC,10%,S - Sale,$33.07,"-180,000","14,471,592",-1%,"-$5,952,600",#N/A,#N/A
M,2021-06-23 16:48:10,2021-06-21,RDI,Reading International Inc,Tompkins Sidney Craig,"EVP, GC",S - Sale,$0.00,"-12,000","56,743",-17%,$0,#N/A,#N/A
D,2021-06-23 16:47:44,2021-06-21,MRNA,"Moderna, Inc.",Andres Juan,See remarks,S - Sale+OE,$200.86,"-5,000",0,-100%,"-$1,004,300",#N/A,#N/A
,2021-06-23 16:47:08,2021-06-21,AOMR,"Angel Oak Mortgage, Inc.",Jurinich Christine,Dir,P - Purchase,$18.08,570,"7,412",0.08,#ERROR!,570,10306
,2021-06-23 16:46:49,2021-06-21,RPT,Rpt Realty,Merk Raymond J.,Chief Accounting Officer,S - Sale,$12.90,"-2,460","33,621",-7%,"-$31,734",#N/A,#N/A
,2021-06-23 16:45:32,2021-06-21,NXRT,"Nexpoint Residential Trust, Inc.",Mitts Brian,See Remarks,S - Sale,$56.23,"-2,000","72,923",-3%,"-$112,460",#N/A,#N/A
M,2021-06-23 16:42:54,2021-06-21,PFMT,Performant Financial Corp,"Pcp Managers Gp, LLC",10%,S - Sale,$3.30,"-141,099","12,219,955",-1%,"-$466,286",#N/A,#N/A
M,2021-06-23 16:41:23,2021-06-21,PFMT,Performant Financial Corp,"Parthenon Dcs Holdings, LLC",10%,S - Sale,$3.30,"-141,099","12,219,955",-1%,"-$466,286",#N/A,#N/A
D,2021-06-23 16:41:21,2021-06-22,IPSC,"Century Therapeutics, Inc.",Bayer Aktiengesellschaft,10%,P - Purchase,$20.00,#ERROR!,"12,675,838",0.06,#ERROR!,750000,15000000
,2021-06-23 16:41:17,2021-06-22,CERT,"Certara, Inc.",Schemick Michael Andrew,CFO,S - Sale,$26.94,"-66,666","830,177",-7%,"-$1,795,982",#N/A,#N/A
D,2021-06-23 16:37:41,2021-06-21,TWLO,Twilio Inc,Lawson Jeff,"CEO, 10%",S - Sale+OE,$359.21,"-49,500","163,051",-23%,"-$17,780,674",#N/A,#N/A
,2021-06-23 16:37:28,2021-06-21,HWBK,"Hawthorn Bancshares, Inc.",Guthrie Stephen Edward,"SVP, CFO",P - Purchase,$21.73,200,"12,433",0.02,#ERROR!,200,4347
,2021-06-23 16:36:52,2021-06-21,SWCH,"Switch, Inc.",Morton Erin Thomas,"Pres, GC",S - Sale,$21.66,"-100,000","4,328,794",-2%,"-$2,165,870",#N/A,#N/A
D,2021-06-23 16:31:36,2021-06-21,PTON,"Peloton Interactive, Inc.",Cortese Thomas,"COO, Head of Prod. Dev.",S - Sale+OE,$107.23,"-40,000","106,413",-27%,"-$4,289,199",#N/A,#N/A
M,2021-06-23 16:31:20,2021-06-21,SREV,"Servicesource International, Inc.","Edenbrook Capital, LLC",10%,P - Purchase,$1.13,#ERROR!,"19,339,977",0%,#ERROR!,26200,29648
D,2021-06-23 16:30:51,2021-06-21,MRSN,"Mersana Therapeutics, Inc.",Lowinger Timothy B,"Chief Science, Tech. Officer",S - Sale+OE,$13.78,"-2,220","31,444",-7%,"-$30,592",#N/A,#N/A
,2021-06-23 16:30:42,2021-06-22,YMAB,"Y-Mabs Therapeutics, Inc.",Kruse Bo,"EVP, CFO, Secretary, Treas.",S - Sale,$36.17,"-4,000","245,077",-2%,"-$144,680",#N/A,#N/A
,2021-06-23 16:30:37,2021-06-21,TWST,Twist Bioscience Corp,Banyai William,See Remarks,S - Sale,$114.68,"-20,000","359,789",-5%,"-$2,293,623",#N/A,#N/A
,2021-06-23 16:30:33,2021-06-21,EMAN,Emagin Corp,Stillwater Holdings LLC,10%,S - Sale,$3.99,-300,"4,056,374",0%,"-$1,198",#N/A,#N/A
D,2021-06-23 16:30:28,2021-06-22,IPSC,"Century Therapeutics, Inc.","Versant Venture Capital Vi, L.P.",10%,P - Purchase,$20.00,#ERROR!,"13,630,909",0.01,#ERROR!,100000,2000000
,2021-06-23 16:30:14,2021-06-22,OSH,"Oak Street Health, Inc.",Price Geoffrey M,COO,S - Sale,$59.33,"-50,000","6,629,400",-1%,"-$2,966,567",#N/A,#N/A
D,2021-06-23 16:29:34,2021-06-21,ALL,Allstate Corp,Merten Jesse E,"President, Financial Products",S - Sale+OE,$127.84,"-15,000","15,394",-49%,"-$1,917,570",#N/A,#N/A
,2021-06-23 16:28:59,2021-06-21,PD,"Pagerduty, Inc.",Nelson Zachary,Dir,S - Sale,$43.56,"-6,331","301,625",-2%,"-$275,805",#N/A,#N/A
D,2021-06-23 16:28:31,2021-06-21,ATGE,Adtalem Global Education Inc.,Wardell Lisa W,"COB, Pres, CEO",S - Sale+OE,$37.03,"-25,437","307,044",-8%,"-$941,869",#N/A,#N/A
,2021-06-23 16:25:38,2021-06-22,ADBE,Adobe Inc.,Parasnis Abhay,"EVP, CTO, Document Cloud",S - Sale,$574.00,"-5,000","31,455",-14%,"-$2,870,000",#N/A,#N/A
,2021-06-23 16:25:02,2021-06-21,MSI,"Motorola Solutions, Inc.",Molloy John P,"EVP, Products, Sales",S - Sale,$208.53,"-6,040","37,291",-14%,"-$1,259,521",#N/A,#N/A
,2021-06-23 16:23:19,2021-06-21,DASH,"Doordash, Inc.",Lee Gordon S,Chief Accounting Officer,S - Sale,$175.15,"-28,802","92,810",-24%,"-$5,044,728",#N/A,#N/A
,2021-06-23 16:21:32,2021-06-22,CIEN,Ciena Corp,Phipps Jason,"SVP Global Sales, Marketing",S - Sale,$57.04,"-3,599","79,357",-4%,"-$205,287",#N/A,#N/A
D,2021-06-23 16:20:22,2021-06-21,QLYS,"Qualys, Inc.",Posey Bruce K,"VP, GC, Corp. Sec.",S - Sale+OE,$104.25,"-9,500","83,367",-10%,"-$990,364",#N/A,#N/A
,2021-06-23 16:18:44,2021-06-21,DCT,"Duck Creek Technologies, Inc.",Dey Anirban,"Chief Product, Technology Ofc",S - Sale,$40.46,"-2,000","426,275",0%,"-$80,920",#N/A,#N/A
M,2021-06-23 16:18:43,2021-06-21,XPEL,"Xpel, Inc.",Crumly Richard K.,"Dir, 10%",S - Sale,$86.83,"-24,000","4,045,199",-1%,"-$2,083,820",#N/A,#N/A
,2021-06-23 16:16:51,2021-06-22,GTEC,Greenland Technologies Holding Corp.,Wang Peter,"Dir, 10%",S - Sale,$5.00,"-500,000","6,731,949",-7%,"-$2,500,000",#N/A,#N/A
,2021-06-23 16:16:27,2021-06-22,GTEC,Greenland Technologies Holding Corp.,Jin Jing,CFO,S - Sale,$5.00,"-135,000",0,-100%,"-$675,000",#N/A,#N/A
D,2021-06-23 16:16:18,2021-06-21,VERV,"Verve Therapeutics, Inc.","Redmile Group, LLC",10%,P - Purchase,$19.00,#ERROR!,"1,936,530",1.18,#ERROR!,1050000,19950000
M,2021-06-23 16:15:59,2021-06-21,MEDP,"Medpace Holdings, Inc.",Troendle August J.,"Pres, CEO, 10%",S - Sale,$182.11,"-21,478","6,961,850",0%,"-$3,911,449",#N/A,#N/A
,2021-06-23 16:15:33,2021-06-21,CLAR,Clarus Corp,Sokolow Nicolas,Dir,S - Sale,$24.23,"-4,809","578,027",-1%,"-$116,522",#N/A,#N/A
M,2021-06-23 16:15:23,2021-06-21,MEDP,"Medpace Holdings, Inc.","Medpace Investors, LLC",10%,S - Sale,$182.11,"-21,478","6,255,207",0%,"-$3,911,449",#N/A,#N/A
,2021-06-23 16:14:00,2021-06-21,QUOT,Quotient Technology Inc.,Boal Steven R.,"CEO, COB",S - Sale,$10.76,"-5,000","4,546,992",0%,"-$53,782",#N/A,#N/A
M,2021-06-23 16:12:27,2021-06-21,CBOE,"Cboe Global Markets, Inc.",Schell Brian N,"EVP, CFO, Treasurer",S - Sale,$118.28,"-11,974","15,117",-44%,"-$1,416,252",#N/A,#N/A
,2021-06-23 16:11:43,2021-06-22,SBGI,Sinclair Broadcast Group Inc,Smith Frederick G,"VP, 10%",S - Sale,$32.10,"-100,000","589,000",-15%,"-$3,210,080",#N/A,#N/A
,2021-06-23 16:11:09,2021-06-21,DLTR,"Dollar Tree, Inc.",McNeely Richard L,Chief Merchandising Officer,S - Sale,$101.16,"-7,635",497,-94%,"-$772,383",#N/A,#N/A
,2021-06-23 16:10:23,2021-06-22,CIEN,Ciena Corp,Hamilton Rick,"SVP, Software, Services",S - Sale,$57.04,"-3,143","64,947",-5%,"-$179,277",#N/A,#N/A
,2021-06-23 16:10:13,2021-06-21,OXM,Oxford Industries Inc,Grassmyer Scott,EVP,S - Sale,$100.54,"-1,000","35,097",-3%,"-$100,537",#N/A,#N/A
,2021-06-23 16:09:48,2021-06-21,ADMS,Adamas Pharmaceuticals Inc,Shreedhar Vijay,Chief Commercial Officer,S - Sale,$5.16,"-6,200","165,735",-4%,"-$31,983",#N/A,#N/A
D,2021-06-23 16:08:44,2021-06-22,CRM,"Salesforce.Com, Inc.",Harris Parker,"Co-Founder, CTO",S - Sale+OE,$242.65,"-5,300","1,968,082",0%,"-$1,286,047",#N/A,#N/A
,2021-06-23 16:06:45,2021-06-23,KAI,Kadant Inc,Krause Stacy D.,"VP, GC, Secretary",S - Sale,$175.00,"-1,762",0,-100%,"-$308,350",#N/A,#N/A
,2021-06-23 16:06:09,2021-06-22,AUPH,Aurinia Pharmaceuticals Inc.,Martin Michael Robert,Chief Business Officer,S - Sale,$13.76,"-5,000","216,861",-2%,"-$68,800",#N/A,#N/A
D,2021-06-23 16:05:36,2021-06-21,ABMD,Abiomed Inc,Minogue Michael R,"COB, Pres, CEO",S - Sale+OE,$325.35,"-25,000","495,000",-5%,"-$8,133,702",#N/A,#N/A
,2021-06-23 16:05:30,2021-06-21,NKTX,"Nkarta, Inc.",Hastings Paul J,CEO,S - Sale,$26.61,"-8,500","227,561",-4%,"-$226,219",#N/A,#N/A
,2021-06-23 16:05:26,2021-06-21,CODA,"Coda Octopus Group, Inc.",Cunningham Blair Graeme,Pres of Technology,S - Sale,$9.49,"-7,492","27,298",-22%,"-$71,099",#N/A,#N/A
,2021-06-23 16:05:09,2021-06-21,TTGT,Techtarget Inc,Marino Roger M,Dir,S - Sale,$70.54,"-20,000","1,534,807",-1%,"-$1,410,800",#N/A,#N/A
D,2021-06-23 16:02:50,2021-06-21,VERV,"Verve Therapeutics, Inc.","Cormorant Asset Management, LP",Former 10% Owner,P - Purchase,$19.00,#ERROR!,"984,224",0.39,#ERROR!,275000,5225000
D,2021-06-23 16:02:45,2021-06-21,REGN,"Regeneron Pharmaceuticals, Inc.",Yancopoulos George,"Pres, Chief Scientific",S - Sale+OE,$538.90,"-80,000","1,207,021",-6%,"-$43,112,141",#N/A,#N/A
,2021-06-23 16:01:47,2021-06-21,MRAM,Everspin Technologies Inc,Aggarwal Sanjeev,"CTO, VP, Technology R, D",S - Sale,$6.06,-202,"33,627",-1%,"-$1,224",#N/A,#N/A
,2021-06-23 16:01:45,2021-06-22,SAM,Boston Beer Co Inc,Koch C James,"COB, 10%",S - Sale,$997.90,"-2,500","232,907",-1%,"-$2,494,742",#N/A,#N/A
,2021-06-23 16:01:33,2021-06-22,LMNR,Limoneira Co,Chess Elizabeth Blanchard,Dir,S - Sale,$18.18,"-1,431","133,323",-1%,"-$26,012",#N/A,#N/A
M,2021-06-23 16:01:01,2021-06-21,IBKR,"Interactive Brokers Group, Inc.",Peterffy Thomas,COB,S - Sale,$63.92,"-40,000","7,147,511",-1%,"-$2,556,767",#N/A,#N/A
,2021-06-23 16:00:12,2021-06-23,GLTO,"Galecto, Inc.",Freve Jonathan,CFO,P - Purchase,$4.74,#ERROR!,"2,000",New,#ERROR!,2000,9480
,2021-06-23 16:00:11,2021-06-23,GLTO,"Galecto, Inc.",Winslow Garrett,GC,P - Purchase,$4.80,#ERROR!,"2,000",New,#ERROR!,2000,9600
,2021-06-23 15:56:00,2021-06-22,ASRV,Ameriserv Financial Inc /pa/,Kunkle Kim W,Dir,P - Purchase,$3.90,100,"99,299",0%,#ERROR!,100,390
,2021-06-23 14:52:01,2021-06-23,BRID,Bridgford Foods Corp,Bridgford Richard Eugene,V.P. Ind. Relations & Safety,P - Purchase,$13.08,175,"38,105",0%,#ERROR!,175,2289
,2021-06-23 14:24:40,2021-06-21,RDFN,Redfin Corp,Chandler Kerry D,Dir,S - Sale,$58.62,"-2,287",0,-100%,"-$134,055",#N/A,#N/A
,2021-06-23 13:33:48,2021-06-21,MGNX,Macrogenics Inc,Biotech Target N V,10%,P - Purchase,$21.74,#ERROR!,"6,275,564",0.01,#ERROR!,75000,1630170
M,2021-06-23 13:32:52,2021-06-21,CONN,Conns Inc,Stephens W. R. Jr.,10%,S - Sale,$25.95,"-12,470","4,436,144",0%,"-$323,643",#N/A,#N/A
M,2021-06-23 13:28:09,2021-06-21,CONN,Conns Inc,"W.R. Stephens, III 2012 Trust",10%,S - Sale,$25.95,"-4,524","42,832",-10%,"-$117,415",#N/A,#N/A
M,2021-06-23 13:25:05,2021-06-21,CONN,Conns Inc,Susan Stephens Campbell 2012 Trust,10%,S - Sale,$25.95,"-4,425","41,907",-10%,"-$114,845",#N/A,#N/A
M,2021-06-23 13:21:33,2021-06-21,CONN,Conns Inc,"Snow Lake Holdings, Inc.",10%,S - Sale,$25.95,"-4,724","45,889",-9%,"-$122,605",#N/A,#N/A
M,2021-06-23 13:15:53,2021-06-21,CONN,Conns Inc,Elizabeth S. Campbell Trust A,10%,S - Sale,$25.95,"-4,724","44,743",-10%,"-$122,605",#N/A,#N/A
,2021-06-23 13:04:30,2021-06-21,ZRPTD,"Rreef Property Trust, Inc.",Russell Eric M,"CFO, VP",P - Purchase,$15.17,#ERROR!,"3,296",New,#ERROR!,3296,50000
M,2021-06-23 12:59:44,2021-06-21,CONN,Conns Inc,Elizabeth Chisum Campbell 2012 Trust,10%,S - Sale,$25.95,"-4,425","41,907",-10%,"-$114,845",#N/A,#N/A
,2021-06-23 12:58:16,2021-06-21,SENEA,Seneca Foods Corp,Wolcott Arthur S,COB,P - Purchase,$46.42,416,"33,551",0.01,#ERROR!,416,19311
M,2021-06-23 12:54:30,2021-06-21,CONN,Conns Inc,"Craig Dobbs Campbell, Jr. 2012 Trust",10%,S - Sale,$25.95,"-4,425","41,907",-10%,"-$114,845",#N/A,#N/A
M,2021-06-23 12:50:26,2021-06-21,CONN,Conns Inc,Stephens Carol,10%,S - Sale,$25.95,"-1,135","10,732",-10%,"-$29,457",#N/A,#N/A
M,2021-06-23 12:46:26,2021-06-21,CONN,Conns Inc,Arden Jewell Stephens 2012 Trust,10%,S - Sale,$25.95,"-4,524","42,832",-10%,"-$117,415",#N/A,#N/A
M,2021-06-23 12:06:56,2021-06-21,RGR,Sturm Ruger & Co Inc,Dineen Thomas Anthony,"Treasurer, CFO",S - Sale,$83.79,"-5,000","19,657",-20%,"-$418,925",#N/A,#N/A
,2021-06-23 11:46:00,2021-06-22,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,590.00",28,"377,011",0%,#ERROR!,28,44520
,2021-06-23 11:06:34,2021-06-21,NWPX,Northwest Pipe Co,Larson Keith R,Dir,S - Sale,$28.76,"-1,000","20,414",-5%,"-$28,761",#N/A,#N/A
D,2021-06-23 10:37:05,2021-06-22,DCI,Donaldson Co Inc,Wiehoff John,Dir,S - Sale+OE,$61.94,"-14,400","58,837",-20%,"-$891,936",#N/A,#N/A
,2021-06-23 10:15:03,2021-06-22,FRXX,Forecross Corp,Green Russell Paul,10%,P - Purchase,$0.07,#ERROR!,"2,311,700",0.01,#ERROR!,12003,853
,2021-06-23 10:06:04,2021-06-21,FIII,Forum Merger III Corp,Kiev Marshall,"Co-CEO, Pres, 10%",P - Purchase,$9.85,#ERROR!,"1,116,250",0.81,#ERROR!,500000,4922500
M,2021-06-23 09:34:43,2020-05-22,AMSWA,American Software Inc,McKenna Matthew G,Dir,P - Purchase,$16.30,102,"13,102",0.01,#ERROR!,102,1663
D,2021-06-23 08:54:40,2021-06-21,ATRC,"Atricure, Inc.",Noznesky Justin J,"Chief Mktg, Strategy Officer",S - Sale+OE,$76.36,"-21,000","34,808",-38%,"-$1,603,560",#N/A,#N/A
M,2021-06-23 08:33:27,2021-06-21,RPHM,"Reneo Pharmaceuticals, Inc.",Muralidhar Bali,Dir,P - Purchase,$8.94,#ERROR!,"1,941,511",0.02,#ERROR!,47274,422414
M,2021-06-23 06:15:35,2021-06-21,PHAT,"Phathom Pharmaceuticals, Inc.",Takeda Pharmaceutical Co Ltd,10%,S - Sale,$35.31,"-9,394","917,789",-1%,"-$331,671",#N/A,#N/A
M,2021-06-23 06:05:50,2021-06-18,CHRA,"Charah Solutions, Inc.","Bcp Energy Services Fund Ugp, LLC",10%,S - Sale,$5.45,"-40,000","5,238,776",-1%,"-$218,130",#N/A,#N/A
D,2021-06-22 21:53:37,2021-06-18,DRTT,Dirtt Environmental Solutions Ltd,Kraus Charles R,See Remarks,S - Sale+OE,$3.59,"-15,000","34,698",-30%,"-$53,907",#N/A,#N/A
,2021-06-22 21:50:30,2021-06-18,EMPR,Empire Petroleum Corp,Mulacek Phil E,10%,P - Purchase,$1.88,#ERROR!,"13,147,185",0%,#ERROR!,1000,1878
,2021-06-22 21:46:29,2020-11-18,ATEX,Anterix Inc.,Daniels Leslie B,Dir,P - Purchase,$28.81,#ERROR!,"34,072",0.06,#ERROR!,2000,57620
M,2021-06-22 21:45:37,2021-06-18,OTRK,"Ontrak, Inc.",Peizer Terren S,"Exec COB, 10%",S - Sale,$33.90,"-33,000","9,319,218",0%,"-$1,118,795",#N/A,#N/A
,2021-06-22 21:41:51,2021-06-18,DNAY,"Codex Dna, Inc.",Hunter Brent M.,Sr. Dir Corp Controller,P - Purchase,$18.25,500,500,New,#ERROR!,500,9125
DM,2021-06-22 21:19:24,2021-06-18,FTCV,Fintech Acquisition Corp V,"Luxor Capital Group, LP",10%,P - Purchase,$11.65,#ERROR!,"3,063,141",0.15,#ERROR!,402440,4689536
M,2021-06-22 21:15:36,2021-06-18,RUN,Sunrun Inc.,Dawson Christopher,COO,S - Sale,$50.61,"-8,612","215,762",-4%,"-$435,874",#N/A,#N/A
