X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
D,11/2/21 16:15,11/1/21,EQH,"Equitable Holdings, Inc.",Hurd Jeffrey J,"Senior EVP, COO",S - Sale+OE,$33.95 ,"-15,000","62,592",-19%,"($509,216)",,,,
,11/2/21 16:18,11/1/21,BKR,Baker Hughes Co,Camilleri Kurt,"SVP, Controller, Chief Acctg O",S - Sale,$25.54 ,"-9,992","1,590",-86%,"($255,146)",,,,
,11/2/21 16:21,11/1/21,FIVN,"Five9, Inc.",Trollope Rowan M,CEO,S - Sale,$159.36 ,"-6,000","166,542",-3%,"($956,180)",,,,
,11/2/21 16:21,11/1/21,MASS,908 Devices Inc.,Knopp Kevin J.,"Pres, CEO",S - Sale,$34.62 ,"-20,000","1,258,061",-2%,"($692,401)",,,,
D,11/2/21 16:23,11/1/21,CRM,"Salesforce.Com, Inc.",Weaver Amy E,"Pres, CFO",S - Sale+OE,$301.50 ,"-6,635","23,232",-22%,"($2,000,453)",,,,
D,11/2/21 16:25,11/1/21,BSX,Boston Scientific Corp,Mahoney Michael F,"COB, Pres, CEO",S - Sale+OE,$43.05 ,"-201,042","2,081,822",-9%,"($8,655,682)",,,,
,11/2/21 16:25,11/1/21,ADI,Analog Devices Inc,Doluca Tunc,Dir,S - Sale,$173.18 ,"-7,000","802,999",-1%,"($1,212,260)",,,,
M,11/2/21 16:26,11/1/21,AMSC,American Superconductor Corp /de/,Kosiba John W Jr,"SVP, CFO, Treasurer",S - Sale,$18.85 ,"-11,008","238,864",-4%,"($207,462)",,,,
,11/2/21 16:28,11/1/21,AMSC,American Superconductor Corp /de/,McGahn Daniel P,"COB, Pres, CEO",S - Sale,$18.96 ,"-7,241","730,928",-1%,"($137,298)",,,,
D,11/2/21 16:30,11/1/21,HCAT,"Health Catalyst, Inc.",Llewelyn Linda,Chief People Officer,S - Sale+OE,$53.60 ,"-3,300","34,548",-9%,"($176,865)",,,,
,11/2/21 16:30,11/1/21,NCR,Ncr Corp,Campbell Daniel William,"EVP, Global Sales",S - Sale,$41.58 ,"-11,988","72,587",-14%,"($498,461)",,,,
D,11/2/21 16:30,11/1/21,HCAT,"Health Catalyst, Inc.",Orenstein Daniel H.,GC,S - Sale+OE,$53.58 ,"-2,500","75,546",-3%,"($133,958)",,,,
M,11/2/21 16:30,11/1/21,GBL,"Gamco Investors, Inc. Et Al","Associated Capital Group, Inc.",10%,S - Sale,$26.60 ,"-1,972","1,671,891",0%,"($52,460)",,,,
,11/2/21 16:32,11/1/21,OSIS,Osi Systems Inc,Chopra Deepak,"Pres, CEO",S - Sale,$92.37 ,"-25,000","525,780",-5%,"($2,309,250)",,,,
,11/2/21 16:35,11/1/21,PACK,Ranpak Holdings Corp.,Corley Thomas F.,Dir,S - Sale,$35.70 ,"-5,901","81,756",-7%,"($210,636)",,,,
,11/2/21 16:35,11/1/21,BWXT,"Bwx Technologies, Inc.",Loving Richard W,"SVP, CAO",S - Sale,$57.16 ,-300,"19,338",-2%,"($17,148)",,,,
,11/2/21 16:40,11/1/21,SNV,Synovus Financial Corp,Holladay Mark G,"EVP, Chief Risk Officer",S - Sale,$47.13 ,"-1,500","55,299",-3%,"($70,695)",,,,
,11/2/21 16:41,11/1/21,VBTX,"Veritex Holdings, Inc.",Holland C Malcolm III,"COB, CEO, Pres",S - Sale,$41.34 ,"-6,250","151,850",-4%,"($258,404)",,,,
D,11/2/21 16:46,11/1/21,ETSY,Etsy Inc,Buckley Merilee,Chief Accounting Officer,S - Sale+OE,$243.89 ,-907,72,-93%,"($221,207)",,,,
,11/2/21 16:51,11/1/21,WHR,Whirlpool Corp /de/,Dicamillo Gary T,Dir,S - Sale,$211.67 ,"-1,000","2,992",-25%,"($211,670)",,,,
,11/2/21 16:55,11/1/21,PEGA,Pegasystems Inc,Pyle Michael R,Chief Technology Strategist,S - Sale,$118.66 ,"-1,000","8,185",-11%,"($118,660)",,,,
,11/2/21 16:54,11/1/21,SSD,"Simpson Manufacturing Co., Inc.",Dankel Roger,"Pres, Simpson Strong-Tie",S - Sale,$106.32 ,"-1,500","30,198",-5%,"($159,480)",,,,
,11/2/21 16:59,11/1/21,JNPR,Juniper Networks Inc,Miller Kenneth Bradley,EVP CFO,S - Sale,$29.44 ,"-6,000","126,724",-5%,"($176,640)",,,,
,11/2/21 17:00,11/1/21,AMTB,Amerant Bancorp Inc.,Plush Gerald P,See remarks,P - Purchase,$26.60 ,200,"99,802",0%,"$5,320 ",,,,
,11/2/21 17:01,11/1/21,PRAA,Pra Group Inc,Graham Peter M,"EVP, CFO",S - Sale,$43.26 ,"-1,685","48,746",-3%,"($72,893)",,,,
D,11/2/21 17:01,11/1/21,PING,Ping Identity Holding Corp.,Romer Lauren Adrienne,GC,S - Sale+OE,$28.35 ,"-1,000","133,332",-1%,"($28,350)",,,,
,11/2/21 17:02,11/1/21,ETD,Ethan Allen Interiors Inc,Carlson James B.,Dir,S - Sale,$23.79 ,"-18,084",0,-100%,"($430,218)",,,,
,11/2/21 17:06,11/1/21,SPT,"Sprout Social, Inc.",Barretto Ryan Paul,Pres,S - Sale,$127.98 ,"-5,600","682,434",-1%,"($716,697)",,,,
,11/2/21 17:06,11/1/21,ALTM,Altus Midstream Co,Bretches D. Clay,CEO,P - Purchase,$62.41 ,200,"24,370",1%,"$12,482 ",,,,
,11/2/21 17:08,11/1/21,FICO,Fair Isaac Corp,Rees Joanna,Dir,S - Sale,$398.52 ,-250,"7,880",-3%,"($99,630)",,,,
,11/2/21 17:11,11/1/21,RES,Rpc Inc,Palmer Ben M,"VP, CFO, Corp Secy",S - Sale,$5.46 ,"-14,407","724,112",-2%,"($78,662)",,,,
,11/2/21 17:11,11/1/21,PRAA,Pra Group Inc,Fredrickson Steven D,Chairman,S - Sale,$43.97 ,"-10,000","170,929",-6%,"($439,700)",,,,
,11/2/21 17:13,11/1/21,PEGA,Pegasystems Inc,Stillwell Kenneth,"COO, CFO",S - Sale,$118.66 ,"-1,000","7,826",-11%,"($118,660)",,,,
,11/2/21 17:13,11/1/21,DXCM,Dexcom Inc,Foletta Mark G,Dir,S - Sale,$626.32 ,-500,"14,151",-3%,"($313,162)",,,,
D,11/2/21 17:14,11/1/21,NEWR,"New Relic, Inc.",Cirne Lewis,"Exec COB, 10%",S - Sale+OE,$81.46 ,"-53,500","5,779,955",-1%,"($4,358,326)",,,,
,11/2/21 17:17,11/1/21,ATUS,"Altice Usa, Inc.",Olsen Michael,"EVP, Gen. Counsel, Secy",S - Sale,$16.36 ,"-3,000","23,038",-12%,"($49,080)",,,,
D,11/2/21 17:16,11/1/21,CYTK,Cytokinetics Inc,Cragg David,"Chief HR, Admin Officer",S - Sale+OE,$34.89 ,"-25,000","138,704",-15%,"($872,240)",,,,
D,11/2/21 17:21,11/1/21,SWAV,"Shockwave Medical, Inc.",Puckett Dan,CFO,S - Sale+OE,$219.72 ,"-2,500","45,788",-5%,"($549,290)",,,,
,11/2/21 17:21,11/1/21,AFL,Aflac Inc,Moskowitz Joseph L,Dir,S - Sale,$53.96 ,-100,"18,611",-1%,"($5,396)",,,,
,11/2/21 17:21,11/1/21,PRAA,Pra Group Inc,Roberts Steven C,"EVP, Global Operations Officer",S - Sale,$44.00 ,"-1,000","38,767",-3%,"($44,000)",,,,
,11/2/21 17:25,11/1/21,INSW,"International Seaways, Inc.",Pribor Jeffrey,"SVP,CFO, Treasurer",S - Sale,$17.68 ,"-1,000","42,164",-2%,"($17,680)",,,,
D,11/2/21 17:28,11/1/21,NRIX,"Nurix Therapeutics, Inc.",Hansen Gwenn,Chief Scientific Officer,S - Sale+OE,$33.24 ,-400,"14,197",-3%,"($13,296)",,,,
,11/2/21 17:30,11/1/21,TRST,Trustco Bank Corp N Y,Silverman Frank B,Dir,P - Purchase,$34.30 ,152,"4,152",4%,"$5,214 ",,,,
,11/2/21 17:30,11/1/21,DVAX,Dynavax Technologies Corp,Novack David F,"Pres, COO",S - Sale,$20.12 ,"-20,000","44,066",-31%,"($402,400)",,,,
D,11/2/21 17:37,11/1/21,ALRM,"Alarm.Com Holdings, Inc.",Valenzuela Steve,CFO,S - Sale+OE,$84.14 ,"-1,500","41,094",-4%,"($126,210)",,,,
,11/2/21 17:41,11/1/21,QTWO,"Q2 Holdings, Inc.",Seale R. H.,Dir,S - Sale,$78.56 ,"-62,500","1,054,943",-6%,"($4,910,000)",,,,
D,11/2/21 17:45,11/1/21,TMDX,"Transmedics Group, Inc.",Carey John F,VP of Operations,S - Sale+OE,$28.16 ,"-1,680",0,-100%,"($47,309)",,,,
,11/2/21 17:49,11/1/21,SRDX,Surmodics Inc,Maharaj Gary R,"Pres, CEO",S - Sale,$54.65 ,"-6,000","146,811",-4%,"($327,904)",,,,
D,11/2/21 17:53,11/1/21,ANAB,"Anaptysbio, Inc",Suria Hamza,"Pres, CEO",S - Sale+OE,$32.31 ,"-36,646","67,636",-35%,"($1,184,106)",,,,
M,11/2/21 17:56,11/1/21,ALG,Alamo Group Inc,Robinson Ronald A,Dir,S - Sale,$154.22 ,"-4,559","151,133",-3%,"($703,081)",,,,
,11/2/21 18:03,11/1/21,MSFT,Microsoft Corp,Smith Bradford L,"Pres, Vice Chair",S - Sale,$328.60 ,"-55,000","654,820",-8%,"($18,073,050)",,,,
M,11/2/21 18:06,11/1/21,NSIT,Insight Enterprises Inc,Lamneck Kenneth T,CEO,S - Sale,$97.00 ,"-2,000","360,362",-1%,"($194,000)",,,,
D,11/2/21 18:14,11/1/21,OM,"Outset Medical, Inc.",Trigg Leslie,CEO,S - Sale+OE,$56.41 ,"-35,000","259,337",-12%,"($1,974,388)",,,,
D,11/2/21 18:16,11/1/21,MRK,"Merck & Co., Inc.",Clyburn Frank,"EVP, Pres ? Human Health",S - Sale+OE,$87.87 ,"-39,762","98,875",-29%,"($3,493,879)",,,,
D,11/2/21 18:16,11/1/21,OM,"Outset Medical, Inc.",Vazquez Martin,COO,S - Sale+OE,$56.06 ,"-11,500","9,255",-55%,"($644,671)",,,,
,11/2/21 18:24,11/1/21,OM,"Outset Medical, Inc.",Grossman D Keith,Dir,S - Sale,$54.77 ,"-3,888","9,770",-28%,"($212,946)",,,,
D,11/2/21 18:37,11/1/21,PHR,"Phreesia, Inc.",Linetsky David,"SVP, Life Sciences",S - Sale+OE,$70.88 ,"-5,451","140,388",-4%,"($386,362)",,,,
DM,11/2/21 18:45,11/1/21,KYMR,"Kymera Therapeutics, Inc.",Gollob Jared,Chief Medical Officer,S - Sale+OE,$62.16 ,"-57,493","24,657",-70%,"($3,573,658)",,,,
,11/2/21 18:59,11/1/21,SIG,Signet Jewelers Ltd,Drosos Virginia,CEO,S - Sale,$93.89 ,"-25,000","558,054",-4%,"($2,347,233)",,,,
D,11/2/21 19:07,11/1/21,ROKU,"Roku, Inc",Wood Anthony J.,"CEO, COB BOD, 10%",S - Sale+OE,$314.70 ,"-85,000","61,000",-58%,"($26,749,118)",,,,
D,11/2/21 19:08,11/1/21,SILK,Silk Road Medical Inc,Davis Andrew S.,Chief Commercial Officer,S - Sale+OE,$60.96 ,"-4,805","70,255",-6%,"($292,912)",,,,
D,11/2/21 19:09,11/1/21,PAYS,"Paysign, Inc.",Strobo Robert,CLO,S - Sale+OE,$2.77 ,"-14,261","75,791",-16%,"($39,474)",,,,
M,11/2/21 19:16,11/1/21,ACEL,"Accel Entertainment, Inc.",Rubenstein Gordon,Dir,S - Sale,$13.00 ,"-24,056","1,865,284",-1%,"($312,728)",,,,
M,11/2/21 19:17,11/1/21,ACEL,"Accel Entertainment, Inc.",Harmer Derek,Secretary,S - Sale,$13.00 ,"-8,000","230,525",-3%,"($104,000)",,,,
,11/2/21 19:18,11/1/21,ACEL,"Accel Entertainment, Inc.",Ruttenberg David W.,Dir,S - Sale,$13.00 ,"-1,078","368,377",0%,"($14,014)",,,,
D,11/2/21 19:24,11/1/21,ZNTL,"Zentalis Pharmaceuticals, Inc.",Blackwell Kimberly,Dir,S - Sale+OE,$80.46 ,"-1,000","5,000",-17%,"($80,460)",,,,
M,11/2/21 19:24,11/1/21,ZNTL,"Zentalis Pharmaceuticals, Inc.",Sun Anthony Y,"Pres, CEO",S - Sale,$80.96 ,"-20,942","2,666,153",-1%,"($1,695,374)",,,,
,11/2/21 19:33,11/1/21,ZION,"Zions Bancorporation, National Association /ut/",Stephens Steven Dan,EVP,S - Sale,$64.40 ,"-8,000","52,746",-13%,"($515,199)",,,,
,11/2/21 19:47,11/1/21,PEN,Penumbra Inc,Sarna Surbhi,Dir,S - Sale,$278.06 ,-907,"1,419",-39%,"($252,200)",,,,
,11/2/21 19:47,11/1/21,DECK,Deckers Outdoor Corp,Powers David,"Pres,amp; CEO",S - Sale,$395.48 ,"-2,225","92,204",-2%,"($879,943)",,,,
,11/2/21 19:50,11/1/21,DECK,Deckers Outdoor Corp,Lafitte David E.,COO,S - Sale,$395.48 ,-500,"24,499",-2%,"($197,740)",,,,
,11/2/21 20:03,11/1/21,EA,Electronic Arts Inc.,Miele Laura,"EVP, COO",S - Sale,$142.19 ,"-3,100","20,532",-13%,"($440,798)",,,,
,11/2/21 20:08,11/1/21,EA,Electronic Arts Inc.,Singh Vijayanthimala,Chief People Officer,S - Sale,$140.91 ,-800,"21,618",-4%,"($112,728)",,,,
M,11/2/21 20:11,11/1/21,AYX,"Alteryx, Inc.",Stoecker Dean,"Dir, 10%",S - Sale,$74.08 ,"-5,000","151,496",-3%,"($370,403)",,,,
,11/2/21 20:24,11/1/21,AVTR,"Avantor, Inc.",Gupta Rajiv,Dir,S - Sale,$40.31 ,"-100,000","979,347",-9%,"($4,031,000)",,,,
DM,11/2/21 20:29,11/1/21,LAZY,"Lazydays Holdings, Inc.",Tomashot Nicholas J,CFO,S - Sale+OE,$21.42 ,"-38,526","61,026",-39%,"($825,085)",,,,
,11/2/21 20:33,11/1/21,EA,Electronic Arts Inc.,Bruzzo Chris,Chief Experience Officer,S - Sale,$142.11 ,"-2,500","15,158",-14%,"($355,273)",,,,
D,11/2/21 20:33,11/1/21,ENTA,Enanta Pharmaceuticals Inc,Adda Nathalie,"SVP, Chief Medical Officer",S - Sale+OE,$84.89 ,"-9,547","26,944",-26%,"($810,419)",,,,
D,11/2/21 20:38,11/1/21,MWA,"Mueller Water Products, Inc.",Franklin Shirley C.,Dir,S - Sale+OE,$16.43 ,"-5,111","60,554",-8%,"($83,974)",,,,
D,11/2/21 21:02,11/1/21,RUN,Sunrun Inc.,Vonreichbauer Thomas Arthur,CFO,S - Sale+OE,$59.20 ,"-6,500","167,656",-4%,"($384,800)",,,,
D,11/2/21 21:01,11/1/21,RUN,Sunrun Inc.,Steele Jeanna,GC,S - Sale+OE,$59.08 ,"-2,938","105,243",-3%,"($173,577)",,,,
,11/2/21 21:24,11/1/21,ZIP,"Ziprecruiter, Inc.",Edmonds Joseph,10%,S - Sale,$28.40 ,"-14,214","10,282,048",0%,"($403,621)",,,,
DM,11/2/21 21:45,11/1/21,TW,Tradeweb Markets Inc.,Peterson Justin,CTO,S - Sale+OE,$89.60 ,"-14,800","81,618",-15%,"($1,326,045)",,,,
,10/29/21 13:42,10/29/21,CNBKA,Century Bancorp Inc,Sloane Barry R,"COB, CEO, Pres",P - Purchase,$199.43 ,0,"8,972",0%,$39 ,,,,
,10/29/21 14:13,10/29/21,CMTV,Community Bancorp /vt,Moore Jeffrey Lee,Dir,P - Purchase,$19.50 ,"1,000","4,199",31%,"$19,500 ",,,,
,10/29/21 15:35,10/29/21,CHCO,City Holding Co,Hylton Tracy W II,Dir,P - Purchase,$79.30 ,142,"65,650",0%,"$11,261 ",,,,
,10/29/21 15:34,10/29/21,CHCO,City Holding Co,Fisher Robert D,Dir,P - Purchase,$79.30 ,205,"38,720",1%,"$16,257 ",,,,
D,10/29/21 15:56,10/29/21,GNTX,Gentex Corp,Wallace James H,Dir,S - Sale+OE,$35.19 ,"-7,000","28,709",-20%,"($246,298)",,,,
,10/29/21 16:32,10/29/21,PLBC,Plumas Bancorp,Belstock Richard L,"EVP, CFO",S - Sale,$37.45 ,-615,"48,882",-1%,"($23,030)",,,,
,10/29/21 16:44,10/29/21,TYME,"Tyme Technologies, Inc.",Demurjian Michael,10%,S - Sale,$0.95 ,"-20,000","24,138,546",0%,"($19,098)",,,,
,10/29/21 16:46,10/29/21,MD,"Mednax, Inc.",Pepia John C,Principal Accounting Officer,S - Sale,$26.87 ,"-9,238","101,666",-8%,"($248,225)",,,,
,10/29/21 16:59,10/29/21,BECN,Beacon Roofing Supply Inc,"Cd&R Investment Associates Ix, Ltd.",10%,P - Purchase,$51.31 ,"116,945","14,545,973",1%,"$5,999,980 ",,,,
D,10/29/21 17:05,10/29/21,MCD,McDonalds Corp,Erlinger Joseph M.,"Pres, McDonald's USA",S - Sale+OE,$245.41 ,"-4,324","8,187",-35%,"($1,061,153)",,,,
,10/29/21 17:15,10/29/21,USNA,Usana Health Sciences Inc,Noot Walter,COO,S - Sale,$95.62 ,-355,0,-100%,"($33,945)",,,,
D,10/29/21 17:19,10/29/21,GWW,"W.W. Grainger, Inc.",Robbins Paige K,SVP,S - Sale+OE,$450.00 ,-565,"12,468",-4%,"($254,250)",,,,
D,10/29/21 18:26,10/29/21,SCHW,Schwab Charles Corp,Schwab Charles R.,COB,S - Sale+OE,$82.02 ,"-150,000","114,969,140",0%,"($12,302,595)",,,,
D,10/29/21 18:29,10/29/21,BRK.A,Berkshire Hathaway Inc,Jain Ajit,Vice COB,S - Sale+OE,$287.54 ,"-7,200","171,069",-4%,"($2,070,277)",,,,
,10/29/21 18:54,10/29/21,HA,Hawaiian Holdings Inc,Alter Aaron J,"EVP, GC",S - Sale,$19.30 ,"-2,500","64,313",-4%,"($48,248)",,,,
,10/29/21 18:56,10/29/21,SAFE,Safehold Inc.,Istar Inc.,10%,P - Purchase,$74.49 ,"13,424","36,272,618",0%,"$999,954 ",,,,
,10/29/21 19:01,10/29/21,WISA,"Summit Wireless Technologies, Inc.",Moyer Brett,See Remarks,S - Sale,$2.56 ,"-5,000","388,057",-1%,"($12,809)",,,,
,10/29/21 19:01,10/29/21,MTH,Meritage Homes Corp,Ax Peter L,Dir,S - Sale,$112.26 ,"-5,000","25,841",-16%,"($561,297)",,,,
,10/29/21 19:03,10/29/21,MTH,Meritage Homes Corp,White C Timothy,"EVP - Gen. Counsel, Secretary",S - Sale,$110.08 ,"-13,054","33,768",-28%,"($1,437,004)",,,,
D,10/29/21 19:44,10/29/21,ENPH,"Enphase Energy, Inc.",Mora Richard,Dir,S - Sale+OE,$229.17 ,"-19,000","2,825",-87%,"($4,354,242)",,,,
,10/29/21 19:46,10/29/21,ENPH,"Enphase Energy, Inc.",McNeil Jeff,"EVP, COO",S - Sale,$225.80 ,"-30,000","103,819",-22%,"($6,774,101)",,,,
,10/29/21 20:05,10/29/21,MTSI,"Macom Technology Solutions Holdings, Inc.",Daly Stephen G,"Pres, CEO",S - Sale,$70.00 ,"-25,941","220,013",-11%,"($1,815,870)",,,,
,10/29/21 20:08,10/29/21,MTSI,"Macom Technology Solutions Holdings, Inc.",Dennehy Robert,"SVP, Operations",S - Sale,$70.00 ,"-6,879","10,702",-39%,"($481,530)",,,,
D,10/29/21 20:19,10/29/21,DKNG,Draftkings Inc.,Kalish Matthew,See Remarks,S - Sale+OE,$46.88 ,"-96,154","2,062,839",-4%,"($4,507,798)",,,,
D,10/29/21 20:20,10/29/21,DKNG,Draftkings Inc.,Park Jason,CFO,S - Sale+OE,$46.88 ,"-88,000","296,657",-23%,"($4,125,637)",,,,
,10/29/21 20:35,10/29/21,MTSI,"Macom Technology Solutions Holdings, Inc.",Roth Ambra R.,"SVP, GC, HR, Secretary",S - Sale,$70.00 ,"-1,156","37,630",-3%,"($80,920)",,,,
D,10/29/21 20:39,10/29/21,AIP,"Arteris, Inc.",Cantwell Wayne C,Dir,P - Purchase,$18.75 ,1,"247,094",0%,$19 ,,,,
,10/28/21 16:04,10/28/21,PWOD,Penns Woods Bancorp Inc,Kluger Joseph E,Dir,P - Purchase,$23.76 ,410,"3,554",13%,"$9,742 ",,,,
,10/28/21 16:28,10/28/21,SAFE,Safehold Inc.,Istar Inc.,10%,P - Purchase,$74.37 ,"13,444","36,259,194",0%,"$999,830 ",,,,
D,10/28/21 18:54,10/28/21,SCHW,Schwab Charles Corp,Schwab Charles R.,COB,S - Sale+OE,$81.80 ,"-155,890","114,969,140",0%,"($12,752,379)",,,,
,10/28/21 21:20,10/28/21,CME,Cme Group Inc.,Gepsman Martin J,Dir,S - Sale,$218.26 ,-500,"23,968",-2%,"($109,132)",,,,
,10/28/21 21:44,10/28/21,NARI,"Inari Medical, Inc.",Hoffman William,"Pres, CEO",S - Sale,$90.17 ,"-3,722","570,369",-1%,"($335,628)",,,,
D,10/28/21 21:49,10/28/21,TMTS,Spartacus Acquisition Corp,Subin Neil S,10%,P - Purchase,$10.00 ,"1,105,000","1,605,000",221%,"$11,050,000 ",,,,
,10/29/21 11:54,10/28/21,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,262.59 ",22,"366,387",0%,"$27,777 ",,,,
,10/29/21 11:51,10/28/21,PWOD,Penns Woods Bancorp Inc,Nackley John G Sr,Dir,P - Purchase,$23.77 ,500,"9,769",5%,"$11,886 ",,,,
D,10/29/21 11:41,10/28/21,KN,Knowles Corp,Niew Jeffrey,"Pres, CEO",S - Sale+OE,$20.81 ,"-121,396","420,381",-22%,"($2,526,494)",,,,
D,10/29/21 11:05,10/28/21,VICR,Vicor Corp,Davies Philip D,"VP Global Sales, Marketing",S - Sale+OE,$150.91 ,"-19,429",0,-100%,"($2,931,933)",,,,
D,10/29/21 10:11,10/28/21,VICR,Vicor Corp,McNamara Michael,GM Mfg. Ops.,S - Sale+OE,$150.05 ,"-1,531",40,-97%,"($229,721)",,,,
,10/29/21 10:04,10/28/21,CNBKA,Century Bancorp Inc,Filler James J,10%,P - Purchase,$115.11 ,367,"869,717",0%,"$42,245 ",,,,
,10/29/21 9:33,10/28/21,CIT,Cit Group Inc,Harney Marisa,"EVP, Chief Credit Officer",S - Sale,$49.45 ,"-7,670","24,309",-24%,"($379,305)",,,,
,10/29/21 12:37,10/28/21,MKC,McCormick & Co Inc,Montiel Maritza Gomez,Dir,S - Sale,$80.84 ,-394,"7,156",-5%,"($31,851)",,,,
,10/29/21 13:40,10/28/21,OVLY,Oak Valley Bancorp,Holder H Randolph Jr,Dir,P - Purchase,$17.50 ,"5,000","123,469",4%,"$87,500 ",,,,
D,10/29/21 13:58,10/28/21,GNTX,Gentex Corp,Goode Gary F,Dir,S - Sale+OE,$35.71 ,"-7,800","27,309",-22%,"($278,572)",,,,
,10/29/21 14:08,10/28/21,KE,"Kimball Electronics, Inc.",Kahle John H,VP,S - Sale,$28.43 ,"-3,500","154,625",-2%,"($99,509)",,,,
AD,10/29/21 14:18,10/28/21,TPB,"Turning Point Brands, Inc.",Wexler Lawrence,"Pres, CEO",P - Purchase,$37.95 ,"1,500","354,470",0%,"$56,925 ",,,,
AD,10/29/21 14:18,10/28/21,TPB,"Turning Point Brands, Inc.",Purdy Graham,COO,P - Purchase,$38.18 ,"1,000","130,392",1%,"$38,180 ",,,,
AD,10/29/21 14:19,10/28/21,TPB,"Turning Point Brands, Inc.",Reformina Luis,"SVP, CFO",P - Purchase,$37.97 ,650,650,New,"$24,681 ",,,,
AD,10/29/21 14:20,10/28/21,TPB,"Turning Point Brands, Inc.",Cushman Brittani,"SVP, GC",P - Purchase,$38.22 ,500,"1,004",99%,"$19,108 ",,,,
,10/29/21 14:27,10/28/21,LLY,Eli Lilly & Co,Lilly Endowment Inc,10%,S - Sale,$253.24 ,"-178,631","108,048,610",0%,"($45,236,369)",,,,
,10/29/21 14:30,10/28/21,CIEN,Ciena Corp,Moylan James E Jr,"SVP Finance, CFO",S - Sale,$53.66 ,"-2,000","315,048",-1%,"($107,320)",,,,
D,10/29/21 15:23,10/28/21,BSRR,Sierra Bancorp,Olague Michael,"EVP, Chief Banking Officer",S - Sale+OE,$24.67 ,"-2,000","56,124",-3%,"($49,340)",,,,
D,10/29/21 15:27,10/28/21,BSRR,Sierra Bancorp,Holly James C,Dir,S - Sale+OE,$24.68 ,"-5,000","395,509",-1%,"($123,421)",,,,
,10/29/21 16:05,10/28/21,PKBK,"Parke Bancorp, Inc.",Pennoni Celestino R,Dir,S - Sale,$21.75 ,"-5,000","259,679",-2%,"($108,750)",,,,
D,10/29/21 16:19,10/28/21,MAS,Masco Corp /de/,Lindow John P,"VP, Controller, CAO",S - Sale+OE,$65.00 ,"-67,009","29,588",-69%,"($4,355,873)",,,,
,10/29/21 16:17,10/28/21,MIND,"Mind Technology, Inc",Blum Peter H,Dir,P - Purchase,$1.70 ,"10,000","647,637",2%,"$17,000 ",,,,
,10/29/21 16:17,10/28/21,TER,"Teradyne, Inc",Jagiela Mark E,"Pres, CEO",S - Sale,$136.15 ,"-29,878","164,096",-15%,"($4,067,940)",,,,
,10/29/21 16:20,10/28/21,F,Ford Motor Co,Rowley Stuart J.,"Pres, Ford of Europe",S - Sale,$17.00 ,"-15,000","108,614",-12%,"($255,000)",,,,
,10/29/21 16:21,10/28/21,WGO,Winnebago Industries Inc,Blase Maria Favlana,Dir,P - Purchase,$66.08 ,364,"9,981",4%,"$24,053 ",,,,
D,10/29/21 16:24,10/28/21,CMA,Comerica Inc /new/,Buchanan John D,"EVP, Corporate Secretary",S - Sale+OE,$85.11 ,"-5,688","42,647",-12%,"($484,106)",,,,
,10/29/21 16:30,10/28/21,ANTM,"Anthem, Inc.",Penczek Ronald W,"SVP, Chief Accounting Officer",S - Sale,$436.00 ,"-1,150","2,009",-36%,"($501,400)",,,,
D,10/29/21 16:31,10/28/21,PTON,"Peloton Interactive, Inc.",Garavaglia Mariana,COO,S - Sale+OE,$89.46 ,"-9,375","8,009",-54%,"($838,719)",,,,
D,10/29/21 16:34,10/28/21,ZS,"Zscaler, Inc.",Sinha Amit,"Pres of R, D, CTO",S - Sale+OE,$314.75 ,"-7,000","688,703",-1%,"($2,203,241)",,,,
,10/29/21 16:36,10/28/21,CALX,"Calix, Inc",Plants J Daniel,Dir,S - Sale,$60.12 ,"-115,000","179,076",-39%,"($6,914,306)",,,,
,10/29/21 16:41,10/28/21,NOV,Nov Inc.,Mattson Eric L,Dir,S - Sale,$14.53 ,"-8,157","68,627",-11%,"($118,528)",,,,
D,10/29/21 16:41,10/28/21,WINA,Winmark Corp,Heffes Brett D,"COB, CEO",S - Sale+OE,$225.01 ,"-4,914","107,600",-4%,"($1,105,689)",,,,
,10/29/21 16:44,10/28/21,BKR,Baker Hughes Co,Borras Maria C,"EVP, Oilfield Services",S - Sale,$24.86 ,"-14,000","40,274",-26%,"($348,040)",,,,
,10/29/21 16:45,10/28/21,MD,"Mednax, Inc.",Medel Roger Md,Dir,S - Sale,$29.00 ,"-10,387","1,127,793",-1%,"($301,223)",,,,
,10/29/21 16:46,10/28/21,BKR,Baker Hughes Co,Worrell Brian,CFO,S - Sale,$24.86 ,"-29,333","115,618",-20%,"($729,218)",,,,
M,10/29/21 16:50,10/28/21,LIVC,Live Current Media Inc.,Vahabzadeh Amir,"Dir, 10%",P - Purchase,$0.23 ,"38,581","4,528,581",1%,"$8,859 ",,,,
D,10/29/21 16:59,10/28/21,NSC,Norfolk Southern Corp,Allison Clyde H Jr,"VP, Controller",S - Sale+OE,$290.13 ,"-5,000","42,250",-11%,"($1,450,650)",,,,
,10/29/21 17:00,10/28/21,OSH,"Oak Street Health, Inc.",Cook Timothy M,CFO,S - Sale,$46.65 ,"-15,000","1,374,876",-1%,"($699,736)",,,,
